video_id,language,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50plus,gender_male,gender_female
JRNb0PGa8IA,ko,0,0.05,0.4,0.35,0.15,0.05,0.3,0.7
6gSdubDeAaE,ko,0.01,0.3,0.4,0.2,0.07,0.02,0.6,0.4
VRPJgVn4vf0,ko,0,0,0,0,0,0,0,0
iszxE916iNI,ko,0.0,0.05,0.15,0.35,0.3,0.15,0.3,0.7
9cJfBQ_x2NI,ko,0.05,0.35,0.4,0.15,0.04,0.01,0.3,0.7
K99tOQbzXPc,ko,0.005,0.05,0.1,0.35,0.3,0.195,0.65,0.35
0GZdkkBd38g,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
DCAp0b16kyo,ko,0.0,0.2,0.4,0.3,0.1,0.0,0.4,0.6
yhzyy0cARrE,ko,0.01,0.05,0.3,0.4,0.2,0.04,0.8,0.2
5xu2sgOL7NM,ko,0.05,0.3,0.5,0.1,0.03,0.02,0.8,0.2
nOeUXviZka0,ko,0.0,0.05,0.5,0.35,0.08,0.02,0.7,0.3
k6Rqaz5cN9o,ko,0.05,0.6,0.3,0.03,0.01,0.01,0.3,0.7
AnWVplz63l0,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.2,0.8
5JBjgbr3nhE,ko,0.0,0.05,0.2,0.5,0.2,0.05,0.6,0.4
T5kbUmqOHxc,ko,0.02,0.15,0.55,0.2,0.05,0.03,0.3,0.7
2gOUh2p8OFI,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.6,0.4
wJ0Ua42Ync0,ko,0.0,0.1,0.3,0.35,0.15,0.1,0.4,0.6
_EFvK91ZCjI,ko,0.1,0.15,0.3,0.25,0.1,0.1,0.3,0.7
IOLZ7P5ZsRE,ko,0,0,0,0,0,0,0,0
_aUQiHLsuqs,Japanese (auto-generated),0.05,0.6,0.3,0.05,0,0,0.7,0.3
xzqDWsSKyl4,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
5emAoI2k4qg,ko,0.01,0.05,0.15,0.3,0.3,0.19,0.2,0.8
C57PFQN57mk,ko,0.01,0.05,0.5,0.3,0.1,0.04,0.7,0.3
Xrd5c1gKr7I,ko,0.05,0.5,0.3,0.1,0.03,0.02,0.4,0.6
YD5dPOayQFU,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.3,0.7
rGPd0FyjQ9w,ko,0,0.4,0.5,0.1,0,0,0.3,0.7
6Tkb-ecOt0g,ko,0.0,0.6,0.25,0.1,0.03,0.02,0.4,0.6
uavXGAJBKOk,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.4,0.6
fikKEn1Woi8,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.3,0.7
of5eqKcDhhI,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.7,0.3
hPLWnQsZC6s,ko,0.0,0.05,0.25,0.4,0.2,0.1,0.6,0.4
RKhsHGfrFmY,ko,0.0,0.4,0.5,0.1,0.0,0.0,0.3,0.7
F8rrjHv4mW8,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7
aSHyFJGmvKo,ko,0,0,0,0,0,0,0,0
_qXFEKv3Pkw,ko,0.0,0.4,0.4,0.1,0.05,0.05,0.6,0.4
peRGQkaCCkk,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.2,0.8
gAkcDkQFId4,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
ar9GRT2YmQo,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.3,0.7
FLws6ruT0vI,ko,0.05,0.15,0.4,0.25,0.1,0.05,0.6,0.4
5Eg3vatBYY0,ko,0.0,0.05,0.15,0.25,0.25,0.3,0.4,0.6
jzJEsE-Zcr8,ko,0.05,0.3,0.4,0.15,0.05,0.05,0.7,0.3
FFZnqdYP9KM,ko,0.0,0.0,0.05,0.1,0.35,0.5,0.4,0.6
zR6BmnhEuDk,ko,0.05,0.1,0.3,0.3,0.15,0.1,0.2,0.8
vP2PvJ86MXE,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
o9DhvbqYzns,ko,0.01,0.5,0.4,0.07,0.01,0.01,0.6,0.4
Rk3G8RwanB0,ko,0.05,0.15,0.5,0.2,0.05,0.05,0.3,0.7
PXUSKOKNwtw,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.4,0.6
GHeAt9WSqd0,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.4,0.6
xzbrkEInbg0,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.35,0.65
8Se-p7vkXrc,ko,0.01,0.05,0.3,0.4,0.15,0.09,0.35,0.65
AedGB1WkoZY,ko,0.01,0.15,0.35,0.25,0.15,0.09,0.4,0.6
nkLh86thsHE,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.1,0.9
eC_F5KVKzj4,ko,0.05,0.1,0.3,0.25,0.2,0.1,0.3,0.7
7_L2muHuV9I,ko,0.0,0.05,0.5,0.3,0.1,0.05,0.4,0.6
bgNNQE7Vnec,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
-_BreK3Z0Ac,ko,0.05,0.2,0.5,0.15,0.05,0.05,0.4,0.6
nUy9rMLNX6E,ko,0.0,0.05,0.75,0.15,0.04,0.01,0.65,0.35
jNjmTYxeIgU,ko,0.05,0.5,0.3,0.1,0.03,0.02,0.6,0.4
rJ8lUZGMDoU,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.3,0.7
Jnb9IWybMWE,ko,0.1,0.4,0.3,0.1,0.05,0.05,0.7,0.3
CIhh19OvHzI,ko,0,0,0,0,0,0,0,0
WLrlmc7DN4Y,ko,0,0.05,0.6,0.25,0.07,0.03,0.4,0.6
ygMwCnNStCA,ko,0.0,0.0,0.2,0.4,0.3,0.1,0.6,0.4
mhuc-WtOwUs,ko,0,0,0,0,0,0,0,0
B6JhVny8ioM,ko,0.0,0.15,0.6,0.2,0.04,0.01,0.4,0.6
VOVEl5jwWDc,ko,0.05,0.3,0.4,0.2,0.03,0.02,0.8,0.2
RRHhP4roC2Q,ko,0.0,0.0,0.05,0.1,0.25,0.6,0.4,0.6
7Vbhq0bRhxc,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.7,0.3
H6KZKLnt6es,ko,0,0.05,0.25,0.35,0.2,0.15,0.8,0.2
d50LdeMy1BQ,ko,0.0,0.0,0.05,0.15,0.3,0.5,0.4,0.6
dpmQ0VBohUo,ko,0.01,0.1,0.4,0.3,0.15,0.04,0.75,0.25
rFRkGYtvt6s,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.4,0.6
IyR0bA7H6wY,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7
capLOw_TYTk,ko,0.0,0.05,0.2,0.5,0.15,0.1,0.8,0.2
SeTDkSO-w5k,ko,0,0,0,0,0,0,0,0
XyaHReOQ09s,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.5,0.5
YGgMT7XGBlk,ko,0.01,0.05,0.1,0.3,0.4,0.14,0.3,0.7
b874tOlsGfk,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.6,0.4
RBUO7F84sPA,ko,0.01,0.15,0.5,0.2,0.1,0.04,0.6,0.4
DwdcameY8n0,ko,0.0,0.1,0.7,0.15,0.05,0.0,0.75,0.25
j36SlZH7KHI,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.5,0.5
khNU4QmEth4,ko,0.0,0.0,0.05,0.1,0.3,0.55,0.3,0.7
ocqCzEAX78Q,ko,0.01,0.15,0.45,0.3,0.07,0.02,0.8,0.2
48h57PspBec,ko,0.05,0.3,0.4,0.15,0.05,0.05,0.6,0.4
h-GVRkHdfIM,ko,0.0,0.05,0.5,0.3,0.1,0.05,0.2,0.8
WHUeXA2G8-Y,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.4,0.6
RTP3hlDNqCI,ko,0.1,0.05,0.1,0.3,0.3,0.15,0.4,0.6
ozsq17q4GBk,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.7,0.3
5xqtBTSOaC8,ko,0.05,0.1,0.2,0.3,0.25,0.1,0.4,0.6
t5QaQyLcZlY,ko,0.0,0.6,0.3,0.1,0.0,0.0,0.4,0.6
y74CWcKqA10,ko,0.05,0.15,0.55,0.15,0.05,0.05,0.3,0.7
vMx4qRdg9gE,ko,0.05,0.1,0.3,0.35,0.15,0.05,0.6,0.4
h4GvupjzRFc,ko,0.05,0.6,0.3,0.05,0,0,0.5,0.5
jDEhD1bYH3A,ko,0.05,0.25,0.4,0.2,0.05,0.05,0.7,0.3
hvp-nWmLZv0,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.6,0.4
T0RQDVRfHis,ko,0.01,0.5,0.4,0.08,0.01,0,0.7,0.3
oTLBf0li8aI,ko,0.0,0.1,0.3,0.5,0.1,0.0,0.5,0.5
6UFYux-kvQA,ko,0.05,0.1,0.15,0.25,0.25,0.2,0.4,0.6
ZWvgCD-ccOE,ko,0.01,0.05,0.2,0.35,0.25,0.14,0.6,0.4
zZWJ1w07-J0,ko,0.0,0.05,0.45,0.35,0.1,0.05,0.4,0.6
UCN0Ejrbh80,ko,0.0,0.05,0.15,0.5,0.25,0.05,0.4,0.6
LRlSwTLd36Y,ko,0,0,0,0,0,0,0,0
l8SEJ4TfQ5k,ko,0,0,0,0,0,0,0,0
hXRTt6VRU4Q,ko,0.0,0.0,0.05,0.15,0.35,0.45,0.4,0.6
3-Uwosidyvo,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.9,0.1
H7hAqQOLtl0,ko,0,0,0,0,0,0,0,0
jq5iqIC1L4s,ko,0.0,0.1,0.4,0.35,0.12,0.03,0.65,0.35
gVR4e7fQlaI,ko,0.01,0.1,0.5,0.3,0.07,0.02,0.8,0.2
kj1BJSCRwPU,Japanese (auto-generated),0.05,0.7,0.2,0.03,0.01,0.01,0.8,0.2
UNve1KPO-pE,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.85,0.15
eQXibPTJemM,ko,0.05,0.45,0.35,0.1,0.03,0.02,0.3,0.7
iB8o1zv4zWw,ko,0.0,0.0,0.1,0.1,0.3,0.5,0.4,0.6
yCADlmAq9XY,ko,0.01,0.1,0.35,0.4,0.1,0.04,0.6,0.4
WIrFmHATOvo,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7
c2MNq3cpp48,ko,0.05,0.4,0.35,0.1,0.05,0.05,0.3,0.7
E-9lSLpgA28,ko,0.0,0.05,0.2,0.5,0.2,0.05,0.3,0.7
qM4wSFiK2x0,ko,0.0,0.15,0.5,0.25,0.1,0.0,0.8,0.2
iRT49hvU4kk,ko,0.05,0.15,0.25,0.3,0.15,0.1,0.7,0.3
geUCT2LbngA,ko,0.05,0.25,0.4,0.2,0.07,0.03,0.55,0.45
lK6tcueWD3w,ko,0,0.05,0.45,0.35,0.1,0.05,0.6,0.4
dDKwMFARTBA,ko,0.05,0.25,0.4,0.2,0.05,0.05,0.4,0.6
s12DdDtUAvs,ko,0.05,0.1,0.15,0.25,0.3,0.15,0.4,0.6
n2NzYZMZCEI,ko,0.05,0.4,0.3,0.15,0.05,0.05,0.4,0.6
5WQMoNuvtTE,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.7,0.3
MK4DNDmVKcA,ko,0.01,0.05,0.2,0.4,0.25,0.09,0.4,0.6
SbJqR-S25vs,ko,0.05,0.15,0.35,0.3,0.1,0.05,0.6,0.4
EvFBNW2A_dI,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.5,0.5
dpBYYEhdofI,ko,0.01,0.3,0.5,0.15,0.03,0.01,0.1,0.9
EBGeQN5ZQ60,ko,0.0,0.2,0.5,0.25,0.05,0.0,0.4,0.6
f7j-wXKZQfM,ko,0.0,0.3,0.5,0.15,0.04,0.01,0.7,0.3
QC72BpBkw7M,ko,0.05,0.15,0.3,0.35,0.1,0.05,0.4,0.6
zijpdUDXbPU,ko,0.0,0.05,0.1,0.25,0.35,0.25,0.7,0.3
OWSg3cwoAVs,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.3,0.7
_G_27uXVzWc,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.3,0.7
0_17-Yvn6TI,ko,0,0.1,0.5,0.3,0.1,0,0.3,0.7
Kax9bJgXjb4,ko,0.01,0.05,0.15,0.25,0.3,0.24,0.7,0.3
MfhduGIuesk,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.6,0.4
TCDNakQ4XcY,ko,0.01,0.05,0.1,0.25,0.3,0.29,0.55,0.45
zvefpQOv_Bg,ko,0.0,0.0,0.05,0.25,0.4,0.3,0.3,0.7
0RSN9k4pSWQ,ko,0.0,0.1,0.2,0.5,0.15,0.05,0.4,0.6
UjQ1VxRN0Zw,ko,0.01,0.4,0.35,0.15,0.05,0.04,0.55,0.45
Sbr8k9QBneY,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.4,0.6
4v1CIH7Uq44,ko,0,0.05,0.4,0.35,0.15,0.05,0.3,0.7
_mWaBF1Ydhs,ko,0.0,0.5,0.4,0.1,0.0,0.0,0.8,0.2
23WSsJpXwSY,ko,0.01,0.05,0.15,0.3,0.3,0.19,0.4,0.6
TejPGr9hWXA,ko,0.05,0.1,0.5,0.25,0.05,0.05,0.6,0.4
oHhciSVGm1g,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.7,0.3
TmzVsSKRxHA,ko,0,0,0,0,0,0,0,0
5HdVjItROsk,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.6,0.4
TMIpKm-CPAE,ko,0.05,0.15,0.35,0.3,0.1,0.05,0.6,0.4
685UEmyNZhA,ko,0,0.05,0.1,0.3,0.3,0.25,0.4,0.6
KG0cOwxF2RU,ko,0.05,0.1,0.5,0.25,0.05,0.05,0.4,0.6
vkaKiwiotQI,ko,0.0,0.05,0.2,0.3,0.25,0.2,0.3,0.7
4TDEloeiifg,ko,0.05,0.4,0.35,0.15,0.04,0.01,0.4,0.6
2iZpRBtCwaA,ko,0.01,0.05,0.1,0.2,0.3,0.34,0.4,0.6
S4pENkhn-RE,ko,0.0,0.05,0.05,0.1,0.25,0.55,0.4,0.6
vq4MHAjOF-E,ko,0.01,0.1,0.2,0.4,0.2,0.09,0.8,0.2
lzmpv9IjiAo,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.8,0.2
6LDg0YGYVw4,ko,0.05,0.25,0.45,0.15,0.07,0.03,0.4,0.6
zGwJQYCy1lg,ko,0,0,0,0,0,0,0,0
IQM3IQ5w0n8,ko,0.0,0.05,0.3,0.5,0.1,0.05,0.8,0.2
6hD8AImOxxY,ko,0,0.05,0.1,0.35,0.3,0.2,0.3,0.7
A8Kfp2-ERm4,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.3,0.7
PNdpeIejbtI,ko,0.05,0.1,0.15,0.3,0.3,0.1,0.4,0.6
0yEeF9ezxIo,ko,0.0,0.3,0.5,0.15,0.05,0.0,0.4,0.6
PNRGgelTqa0,ko,0.05,0.2,0.4,0.25,0.07,0.03,0.6,0.4
Ay4awY_xTJo,ko,0.0,0.05,0.2,0.3,0.3,0.15,0.3,0.7
2F6uYUfNIzU,ko,0.0,0.05,0.2,0.3,0.25,0.2,0.3,0.7
qRx0UcivSZM,ko,0.05,0.7,0.2,0.03,0.01,0.01,0.6,0.4
_r0Gly1EaKA,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.3,0.7
KyNd3cS0wpc,ko,0.05,0.1,0.3,0.35,0.15,0.05,0.4,0.6
uktkv16b4CI,ko,0.0,0.5,0.4,0.1,0.0,0.0,0.7,0.3
9-eIESnEkSs,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4
l3aedOwTTJU,ko,0.05,0.4,0.35,0.15,0.04,0.01,0.3,0.7
ZHa0r_fAa1c,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.6,0.4
tVEuVAwwxV0,ko,0.0,0.05,0.1,0.2,0.15,0.5,0.7,0.3
XbMRtDlt8bc,ko,0,0.1,0.15,0.3,0.25,0.2,0.4,0.6
KHr7A0YJuRk,ko,0,0.05,0.25,0.4,0.2,0.1,0.6,0.4
gq2ivYUpEFo,ko,0.01,0.05,0.25,0.45,0.15,0.09,0.7,0.3
gve2PNeZPV8,ko,0.0,0.02,0.08,0.3,0.4,0.2,0.7,0.3
6OCEBDzu834,ko,0.01,0.05,0.15,0.25,0.3,0.24,0.3,0.7
QiM_gH6-IQg,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.9,0.1
4jJo-HjKXiY,ko,0.05,0.25,0.5,0.15,0.03,0.02,0.7,0.3
JbN6xLp2XuU,ko,0,0,0,0,0,0,0,0
0KgXxMRtWy8,ko,0.0,0.15,0.5,0.25,0.1,0.0,0.3,0.7
oRnD7QTfdrk,ko,0.0,0.1,0.4,0.4,0.1,0.0,0.3,0.7
zn7eyO2U-n0,ko,0.0,0.05,0.4,0.4,0.1,0.05,0.5,0.5
wfqD1QfBQM0,ko,0.1,0.6,0.2,0.05,0.03,0.02,0.4,0.6
lcIBZ-3bfOE,ko,0.05,0.3,0.4,0.15,0.05,0.05,0.8,0.2
WfyGwv0s3QM,German (auto-generated),0,0,0,0,0,0,0,0
JvSRd4zGz7g,ko,0.01,0.15,0.45,0.25,0.1,0.04,0.65,0.35
zEwqdg5S068,ko,0.01,0.2,0.4,0.25,0.1,0.04,0.6,0.4
X7iSnyc2Gm4,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.4,0.6
UzydgMuVeNQ,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.2,0.8
5dW3BWfrZMI,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.4,0.6
UdKqwnqnJXo,ko,0.01,0.05,0.3,0.35,0.2,0.09,0.6,0.4
gGPEw_tDP_E,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
b6tOXQ3T5-Y,ko,0.0,0.05,0.15,0.25,0.4,0.15,0.3,0.7
lnSOxpBfcDM,ko,0.0,0.1,0.2,0.3,0.25,0.15,0.3,0.7
FPeB4vU67c4,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.3,0.7
9V98Oh-r_R0,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7
IXzAjJmSn0c,ko,0.0,0.05,0.15,0.2,0.3,0.3,0.4,0.6
NSxx_Ulc-rU,ko,0,0,0,0,0,0,0,0
XBHQkSGhCf4,ko,0.05,0.3,0.5,0.1,0.03,0.02,0.4,0.6
4XtQbAzIiiU,ko,0.0,0.05,0.25,0.3,0.25,0.15,0.4,0.6
1ukiuH_x01I,ko,0.05,0.35,0.3,0.15,0.1,0.05,0.4,0.6
HNgMKlZXtfE,ko,0.0,0.05,0.25,0.35,0.25,0.1,0.4,0.6
8MWEgkEdY2U,ko,0.0,0.15,0.5,0.25,0.07,0.03,0.4,0.6
J1xKKXmPu-k,ko,0,0.1,0.4,0.3,0.15,0.05,0.4,0.6
UcsrEo4WX8s,ko,0.01,0.05,0.65,0.2,0.07,0.02,0.55,0.45
cVz_ArGCo-A,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.4,0.6
TUb0xRrAv8k,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.6,0.4
hyTKALN71aE,ko,0.0,0.1,0.2,0.4,0.2,0.1,0.3,0.7
O2KqiWT86Jw,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.7,0.3
wPofcPyMK7g,ko,0.05,0.15,0.5,0.2,0.07,0.03,0.6,0.4
ngMIpnCw2Zc,ko,0.0,0.05,0.15,0.4,0.25,0.15,0.3,0.7
KeTqhaKCuHs,ko,0.05,0.5,0.3,0.1,0.03,0.02,0.4,0.6
KegO5p34Oo4,ko,0.05,0.3,0.4,0.15,0.07,0.03,0.4,0.6
PE8dMretLFQ,ko,0.0,0.05,0.15,0.35,0.25,0.2,0.4,0.6
vzO_wyB-Vq4,ko,0.01,0.05,0.1,0.2,0.25,0.39,0.5,0.5
tcBLqdJbXBA,ko,0.01,0.15,0.5,0.25,0.07,0.02,0.6,0.4
016d0K6e9GY,German (auto-generated),0.05,0.55,0.35,0.03,0.01,0.01,0.2,0.8
mHI9dUnnCes,ko,0.0,0.05,0.15,0.25,0.3,0.25,0.6,0.4
3MdDrL2tvnc,ko,0.0,0.2,0.5,0.2,0.05,0.05,0.7,0.3
za5hqhRreCo,ko,0.0,0.05,0.1,0.3,0.35,0.2,0.4,0.6
mDoBl-A57XY,ko,0.01,0.15,0.45,0.3,0.07,0.02,0.65,0.35
FXkTzzKkYlw,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.4,0.6
Mr-5BoPt_cQ,ko,0.05,0.1,0.35,0.3,0.15,0.05,0.4,0.6
CcS_ltdroG0,ko,0.0,0.1,0.7,0.15,0.05,0.0,0.6,0.4
wNXS8JW8c8E,ko,0.5,0.3,0.1,0.05,0.03,0.02,0.3,0.7
XcpzkRdxvf4,ko,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6
7eXw3bYRsqU,ko,0,0,0,0,0,0,0,0
YVg2B0nvqQM,ko,0.0,0.05,0.3,0.4,0.2,0.05,0.6,0.4
wNuI6-IzBEY,ko,0,0,0,0,0,0,0,0
rjFrGmTuKBI,ko,0.0,0.0,0.05,0.05,0.1,0.8,0.3,0.7
7tDoagC7Qh0,ko,0,0.05,0.1,0.15,0.3,0.4,0.3,0.7
QcLSVvw0fqE,ko,0.05,0.6,0.25,0.05,0.03,0.02,0.6,0.4
OlG3GUVq20g,Telugu (auto-generated),0.05,0.15,0.35,0.25,0.15,0.05,0.5,0.5
IthiYEMAJEE,ko,0.05,0.15,0.35,0.25,0.15,0.05,0.6,0.4
GcIOCO2b81E,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
26OgFB37N6s,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
iB6V9Ilzrrc,ko,0.01,0.05,0.1,0.2,0.3,0.34,0.4,0.6
MB7xz18QXCY,ko,0.0,0.0,0.1,0.2,0.5,0.2,0.3,0.7
MBz1g0Tr9i8,ko,0.0,0.1,0.6,0.2,0.1,0.0,0.3,0.7
yCY8wBCfgQQ,ko,0.0,0.05,0.15,0.3,0.4,0.1,0.5,0.5
j_n-r_U5JW8,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.7,0.3
b_mIMxGI5FQ,ko,0.0,0.05,0.1,0.25,0.4,0.2,0.6,0.4
QuSHIMa8qKQ,ko,0,0.1,0.2,0.4,0.2,0.1,0.2,0.8
xlWlI5L-EZo,ko,0.0,0.2,0.6,0.15,0.05,0.0,0.7,0.3
Gj-kkZsoVZc,ko,0.0,0.1,0.4,0.4,0.1,0.0,0.3,0.7
VtN8bvKt2SU,ko,0.0,0.05,0.15,0.1,0.3,0.4,0.4,0.6
_qUAud9IP0E,ko,0.05,0.25,0.5,0.15,0.03,0.02,0.65,0.35
QAyH0nunNRw,ko,0.05,0.3,0.45,0.15,0.04,0.01,0.6,0.4
dH0CYKrvxI0,ko,0,0,0,0,0,0,0,0
EiWwNC0D0Q0,ko,0.01,0.04,0.15,0.35,0.25,0.2,0.35,0.65
FZpQMnTJVYw,ko,0.05,0.2,0.4,0.2,0.1,0.05,0.5,0.5
q3wqu1AuoVQ,ko,0.05,0.2,0.4,0.25,0.05,0.05,0.6,0.4
7dmZOgQ_u1k,ko,0.1,0.3,0.4,0.15,0.04,0.01,0.3,0.7
wHM6dYItYQ0,ko,0.01,0.02,0.15,0.35,0.3,0.17,0.35,0.65
9qt9bK9y5aw,ko,0.0,0.1,0.55,0.25,0.05,0.05,0.3,0.7
-F34WgCC-3U,ko,0.0,0.05,0.15,0.25,0.35,0.2,0.7,0.3
2haTqCrq5ZY,ko,0.0,0.0,0.2,0.4,0.3,0.1,0.2,0.8
aylHcoEoWNw,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.3,0.7
UtZigJ8hvVo,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.45,0.55
79EqPMPmxrE,ko,0.0,0.25,0.45,0.2,0.07,0.03,0.7,0.3
qOwh-fJXKSw,ko,0.0,0.05,0.1,0.2,0.3,0.35,0.4,0.6
M5EIkD8oTww,ko,0.05,0.6,0.3,0.05,0,0,0.2,0.8
PU1xRCZYlLQ,ko,0.01,0.05,0.2,0.4,0.25,0.09,0.7,0.3
TXhp5fbP3kA,ko,0,0,0,0,0,0,0,0
ArFz2Xo16T4,ko,0.0,0.05,0.1,0.2,0.3,0.35,0.4,0.6
lHUz2q2HQcI,ko,0.05,0.25,0.4,0.2,0.07,0.03,0.6,0.4
HBRj6F8gzbs,ko,0.0,0.15,0.5,0.25,0.05,0.05,0.3,0.7
Mx_TFzQn8EM,ko,0.0,0.05,0.15,0.3,0.3,0.2,0.45,0.55
PCM4DLADLz8,ko,0.0,0.05,0.35,0.4,0.15,0.05,0.6,0.4
K5nkiFMkTnQ,Russian (auto-generated),0,0,0,0,0,0,0,0
BXyunVbWwIQ,ko,0.0,0.1,0.2,0.3,0.3,0.1,0.7,0.3
Lns79ZqslXY,ko,0.05,0.2,0.4,0.25,0.05,0.05,0.4,0.6
Zbo7UY8dxh8,ko,0.05,0.3,0.4,0.15,0.06,0.04,0.5,0.5
jWMJpGuwd7s,ko,0.05,0.4,0.3,0.15,0.05,0.05,0.65,0.35
m2DqQ3S7oWI,ko,0.01,0.05,0.1,0.25,0.35,0.24,0.55,0.45
OcuQwtL6n1w,ko,0.0,0.2,0.4,0.3,0.1,0.0,0.3,0.7
DGXSfSOi8xQ,ko,0.0,0.05,0.2,0.35,0.25,0.15,0.2,0.8
ceeL9GSgaSk,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.7,0.3
bIAUt2FVZUM,Turkish (auto-generated),0.05,0.2,0.4,0.25,0.07,0.03,0.6,0.4
pswt7tWtqQ4,ko,0.0,0.1,0.4,0.3,0.15,0.05,0.2,0.8
ROOupTOPvrU,ko,0,0.02,0.15,0.3,0.3,0.23,0.3,0.7
e4J1AZ_Xwy4,ko,0.0,0.6,0.3,0.07,0.02,0.01,0.7,0.3
0SbMDKY_1ZQ,ko,0.05,0.55,0.3,0.05,0.03,0.02,0.7,0.3
8usMKRr-794,ko,0.02,0.05,0.1,0.3,0.3,0.23,0.4,0.6
ghKrFf2lbRg,ko,0.0,0.05,0.1,0.25,0.35,0.25,0.3,0.7
fDueKMUl0q8,ko,0.0,0.8,0.15,0.05,0.0,0.0,0.3,0.7
nPbZMD1gbTQ,ko,0.0,0.05,0.2,0.3,0.25,0.2,0.2,0.8
SnlPxgduLQ8,ko,0,0.05,0.7,0.2,0.05,0,0.6,0.4
kzIoAVxU2CQ,ko,0.05,0.15,0.5,0.2,0.07,0.03,0.4,0.6
sIJVESP_Dq0,ko,0.0,0.1,0.3,0.4,0.15,0.05,0.4,0.6
aEwxXYnwW6A,ko,0.0,0.05,0.2,0.35,0.3,0.1,0.6,0.4
nE30CzZWFLY,ko,0.01,0.2,0.5,0.25,0.03,0.01,0.2,0.8
D4nii4nzUXw,ko,0.05,0.4,0.35,0.15,0.03,0.02,0.6,0.4
ZH0weshE2Vg,ko,0.0,0.05,0.2,0.4,0.25,0.1,0.8,0.2
sPdEJFx0FtE,ko,0.05,0.4,0.35,0.15,0.03,0.02,0.65,0.35
SNRnJEniI0E,ko,0.0,0.1,0.5,0.3,0.1,0.0,0.6,0.4
F10oz78LcNQ,ko,0.0,0.1,0.25,0.35,0.2,0.1,0.45,0.55
ZMsKnV_d5GM,ko,0.0,0.2,0.4,0.25,0.1,0.05,0.6,0.4
0eqwlPk0P-Y,ko,0.0,0.05,0.15,0.4,0.3,0.1,0.4,0.6
puBP6ImFCbw,ko,0.05,0.5,0.35,0.07,0.02,0.01,0.7,0.3
